id,comment,,
1210,: 路人應該對BP意見不多 對LesBleus這種,,
1211,: 粉絲意見才多 純粹想讓他不好過吧,,
1212,: 有可能激怒他再等他公然道歉？我猜的,,
1213,: 之前他不也硬拗後道歉過嗎？,,
1214,: 真的是一隻手指指別人，四隻手指指自己,,
1215,: ，進來鬼扯一通然後說不是針對團體，是,,
1216,: 針對粉絲（挑釁引戰認證？）成天對別團,,
1217,: 文章倒垃圾的是哪族群，板上都看在眼裡,,
1218,: 喔。「我這種粉絲」可是沒有對你跟Fide,,
1219,: lity77的愛團有什麼指教，要不然向你這,,
1220,: 種會直接挑明就是衝著板友來的齁，早就,,
1221,: 送我進桶了啦,,
1222,: *像,,
1223,: 有些話實在不想講太直白，只能說某些人的,,
1224,: 行為這一兩年大家都看在眼裡欸^^,,
1225,: 先在文章裡面指手畫腳一番，再來說其實,,
1226,: 我沒意見啦哈哈，只是為了挑釁某版友，,,
1227,: 不得不說某團粉的硬凹邏輯真的有料喔，,,
1228,: 而且屋馬迷算哪來的路人啦,,
1229,: 根本是天朝天團欸,,
1230,: 只能說中國歌迷才是真愛 不掏錢買實體專輯,,
1231,: 算什麼粉絲,,
1232,: 人口基數差那麼多，哪團不是中輸多？,,
1233,: 爆,,
1234,: 是真的很強 中國韓國歐美東南亞人氣都高,,
1235,: 這首歌很有魔性 韓國音源也很亮眼,,
1236,: 真的很神奇 一開始聽很怪 後來就上癮了,,
1237,: 路人 一個人有沒有惡意很容易看出來 有惡,,
1238,: 意還硬要裝沒事 大家也沒有眼瞎,,
1239,: 恭喜~ \Jisoo/,,
1240,: 恭喜~ \Jisoo/   <3,,
1241,: 中輸真的猛，太強了,,
1242,: 沒有撇清啊，東南亞跟中國都很紅呀^^,,
1243,: 他們被小粉紅出征成那樣還不是站著賺，,,
1244,: 又不是跪著賺有什麼好酸的,,
1245,: 照酸民邏輯，以後有什麼品牌或商品被,,
